"strong","lemma","gloss","freq","vu","updatedAt"
"G1384","δόκιμος","approuvé, éprouvé, accepté, plaisant","7","true","2024-11-01 08:15:49.825"
"G1385","δοκός","poutre, pièce de bois","6","false","null"
"G1386","δόλιος","trompeur, faussaire, rusé","1","false","null"
"G1387","δολιόω","user frauduleusement, tromper, user de ruse","1","false","null"
"G1388","δόλος","fraude; mensonge; ruse","11","false","null"
"G1389","δολόω","falsifier, altérer","1","false","null"
"G1390","δόμα","don, chose bonne, présent, cadeau","4","false","null"
"G1391","δόξα","gloire, honneur, opinion, jugement, estimation","166","true","2024-11-01 08:15:49.825"
"G1392","δοξάζω","glorifier, honorer","60","true","2024-11-01 08:15:49.825"
"G1393","Δορκάς","Dorcas = «gazelle»","2","false","null"
"G1394","δόσις","don","2","false","null"
"G1395","δότης","celui qui donne, donateur","1","false","null"
"G1396","δουλαγωγέω","tenir assujetti","1","true","2024-11-01 08:15:49.825"
"G1397","δουλεία","servitude, esclavage","5","false","null"
"G1398","δουλεύω","être un esclave, servir","24","true","2024-11-01 08:15:49.825"
"G1401","δοῦλος","un esclave","129","true","2024-11-01 08:15:49.825"
"G1402","δουλόω","asservir, rendre serviteur, réduire en esclavage","8","false","null"
"G1403","δοχή","festin, fête, banquet, réception","2","false","null"
"G1404","δράκων","dragon, serpent très gros","13","false","null"
"G1405","δράσσομαι","prendre","1","false","null"
"G1406","δραχμή","drachme","3","false","null"
"G1407","δρέπανον","faucille","8","false","null"
"G1408","δρόμος","course, carrière, activité","3","false","null"
"G1409","Δρούσιλλα","Drusille = «arrosée par la rosée»","1","false","null"
"G1410","δύναμαι","être capable, pouvoir","209","true","2024-11-01 08:15:49.825"
"G1411","δύναμις","force, pouvoir; miracle","119","true","2024-11-01 08:15:49.825"
"G1412","δυναμόω","fortifier, rendre fort, rendre puissant","2","false","null"
"G1413","δυνάστης","celui qui domine","3","false","null"
"G1414","δυνατέω","être puissant, avoir le pouvoir, être capable","3","false","null"
"G1415","δυνατός","capable, puissant, fort","32","true","2024-11-01 08:15:49.825"
"G1416","δύνω","coucher","2","false","null"
"G1417","δύο","deux","132","false","null"
"G1419","δυσβάστακτος","difficile à porter, pesant à porter","2","false","null"
"G1420","δυσεντερία","dysenterie","1","false","null"
"G1421","δυσερμήνευτος","difficile à expliquer, ardu à exposer, à interpréter","1","false","null"
"G1422","δύσκολος","difficile, ardu, pénible","1","false","null"
"G1423","δυσκόλως","difficilement, avec difficulté, péniblement","3","false","null"
"G1424","δυσμή","occident, l’ouest","5","false","null"
"G1425","δυσνόητος","difficile à comprendre","1","false","null"
"G1426","δυσφημία","mauvaise renommée, mauvaise réputation","1","false","null"
"G1427","δώδεκα","douze","74","false","null"
"G1428","δωδέκατος","douzième","1","false","null"
"G1429","δωδεκάφυλος","douze tribus","1","false","null"
"G1430","δῶμα","toit","7","false","null"
"G1431","δωρεά","don, présent gratuit","11","false","null"
"G1432","δωρεάν","gratuitement","9","false","null"
"G1433","δωρέω","donner, accorder gratuitement","3","false","null"
"G1434","δώρημα","don, présent, offrande","2","false","null"
"G1435","δῶρον","don; offrande; présent","19","false","null"
"G1436","ἔα","ha!, interj. de surprise, de colère","1","false","null"
"G1437","ἐάν","si, à moins que, si du moins","327","false","null"
"G1438","ἑαυτοῦ","lui-même, elle-même, par lui-même, eux-mêmes, …","317","true","2024-11-01 08:15:49.825"
"G1439","ἐάω","abandonner; laisser; permettre","11","false","null"
"G1440","ἑβδομήκοντα","soixante-dix","5","false","null"
"G1441","ἑβδομηκοντάκις","soixante-dix fois, soixante-dix occasions","1","false","null"
"G1442","ἕβδομος","sept mille","9","false","null"
"G1443","Ἐβέρ","Éber = «l’autre côté, la région au delà»","1","false","null"
"G1445","Ἑβραῖος","un hébreu","4","true","2024-11-01 08:15:49.825"
"G1446","Ἑβραΐς","la langue hébraïque, l'hébreu","3","true","2024-11-01 08:15:49.825"
"G1447","Ἑβραϊστί","En hébreu, en langue hébraïque","7","false","null"
"G1448","ἐγγίζω","approcher; être proche; venir dans le voisinage","42","false","null"
"G1449","ἐγγράφω","écrire, inscrire, graver","3","false","null"
"G1450","ἔγγυος","garant, personne responsable légalement, répondant","1","false","null"
"G1451","ἐγγύς","proche","30","true","2024-11-01 08:15:49.825"
"G1452","ἐγγύτερος","plus près de","1","false","null"
"G1453","ἐγείρω","relever, éveiller, ressusciter","143","true","2024-11-01 08:15:49.825"
"G1454","ἔγερσις","résurrection","1","false","null"
"G1455","ἐγκάθετος","agent secret, espion, indicateur","1","false","null"
"G1456","ἐγκαίνια","dédicace","1","false","null"
"G1457","ἐγκαινίζω","inaugurer, consacrer","2","false","null"
"G1458","ἐγκαλέω","accuser, porter accusation, mettre en cause","7","false","null"
"G1459","ἐγκαταλείπω","abandonner, laisser, délaisser","7","false","null"
"G1460","ἐγκατοικέω","habiter, demeurer, résider","1","false","null"
"G1461","ἐγκεντρίζω","enter, sauvage celui-là","6","false","null"
"G1462","ἔγκλημα","accusation, inculpation, grief","2","false","null"
"G1463","ἐγκομβόομαι","se revêtir, se ceindre","1","true","2024-11-01 08:15:49.825"
"G1464","ἐγκοπή","obstacle, entrave, empêchement","1","false","null"
"G1465","ἐγκόπτω","empêcher, faire obstacle, barrer le chemin, arrêter, interrompre","5","false","null"
"G1466","ἐγκράτεια","tempérance, maîtrise de soi, modération","4","false","null"
"G1467","ἐγκρατεύομαι","se maîtriser","2","false","null"
"G1468","ἐγκρατής","maître de soi, qui s’abstient","1","false","null"
"G1469","ἐγκρίνω","se ranger, égaler","1","false","null"
"G1470","ἐγκρύπτω","cacher, dissimuler, enfouir","2","false","null"
"G1471","ἔγκυος","enceinte","1","false","null"
"G1472","ἐγχρίω","oindre","1","false","null"
"G1473","ἐγώ","je, moi","2462","true","2024-11-01 08:15:49.825"
"G1474","ἐδαφίζω","renverser par terre, faire table rase, détruire","1","false","null"
"G1475","ἔδαφος","sol, terre","1","false","null"
"G1476","ἑδραῖος","ferme, inébranlable, résolu","3","false","null"
"G1477","ἑδραίωμα","soutien, fondement, appui","1","false","null"
"G1478","Ἐζεκίας","Ézéchias = «la puissance de l’Éternel»","2","false","null"
"G1479","ἐθελοθρησκεία","dévotion volontaire","1","false","null"
"G1480","ἐθίζω","(participe) l’usage, la coutume","1","false","null"
"G1481","ἐθνάρχης","ethnarque, gouverneur d’une province","1","false","null"
"G1482","ἐθνικός","homme des nations, celui des nations","4","false","null"
"G1483","ἐθνικῶς","comme les nations","1","false","null"
"G1484","ἔθνος","nation, peuple","163","true","2024-11-01 08:15:49.825"
"G1485","ἔθος","coutume, habitude, usage","12","false","null"
"G1486","ἔθω","avoir coutume, avoir l’habitude","4","false","null"
"G1487","εἰ","si, soit que","506","true","2024-11-01 08:15:49.825"
"G1491","εἶδος","apparence; face; forme; vue","5","false","null"
"G1492","εἴδω","voir, connaître","374","true","2024-11-01 08:15:49.825"
"G1493","εἰδωλεῖον","temple d’idole","1","false","null"
"G1494","εἰδωλόθυτος","viandes sacrifiées aux idoles, offert en sacrifice","10","true","2024-11-01 08:15:49.825"
"G1495","εἰδωλολατρεία","idolâtrie","4","false","null"
"G1496","εἰδωλολάτρης","idolâtre","7","false","null"
"G1497","εἴδωλον","idole","11","false","null"
"G1500","εἰκῆ","en vain; légèrement","6","false","null"
"G1501","εἴκοσι","vingt","11","false","null"
"G1502","εἴκω","céder","1","false","null"
"G1503","εἴκω","être comme, être semblable","2","false","null"
"G1504","εἰκών","image","23","false","null"
"G1505","εἰλικρίνεια","sincérité, pureté","3","false","null"
"G1506","εἰλικρινής","pur, sain, sincère, non souillé","2","true","2024-11-01 08:15:49.825"
"G1510","εἰμί","être, exister, arriver, se trouver, être présent","2458","true","2024-11-01 08:15:49.825"
"G1514","εἰρηνεύω","être en paix, vivre en paix","4","false","null"
"G1515","εἰρήνη","paix","92","true","2024-11-01 08:15:49.825"
"G1516","εἰρηνικός","paisible","2","false","null"
"G1517","εἰρηνοποιέω","faire la paix, procurer la paix","1","false","null"
"G1518","εἰρηνοποιός","celui qui fait la paix, pacificateur","1","false","null"
"G1519","εἰς","par rapport; relativement; vers","1757","false","null"
"G1520","εἷς","un, quelqu'un","336","true","2024-11-01 08:15:49.825"
"G1521","εἰσάγω","amener; faire entrer","11","false","null"
"G1522","εἰσακούω","(passif) exaucer; ecouter","5","false","null"
"G1523","εἰσδέχομαι","recevoir, accueillir","1","false","null"
"G1524","εἴσειμι","entrer, pénétrer","4","false","null"
"G1525","εἰσέρχομαι","entrer","191","true","2024-11-01 08:15:49.825"
"G1528","εἰσκαλέω","faire entrer, inviter chez soi","1","false","null"
"G1529","εἴσοδος","arrivée, venue, entrée","5","false","null"
"G1530","εἰσπηδάω","s’élancer, se précipiter","1","false","null"
"G1531","εἰσπορεύω","entrer, pénétrer, s’introduire, aller, venir","18","false","null"
"G1532","εἰστρέχω","rentrer en courant, courir vers l’intérieur","1","false","null"
"G1533","εἰσφέρω","apporter dans; introduire; porter; exposer","8","false","null"
"G1534","εἶτα","ensuite, alors","15","false","null"
"G1535","εἴτε","si … si, soit que … ou","65","true","2024-11-01 08:15:49.825"
"G1537","ἐκ","de; hors de; par le moyen de; sur la base de","912","false","null"
"G1538","ἕκαστος","chacun, chaque","81","true","2024-11-01 08:15:49.825"
"G1539","ἑκάστοτε","en tout temps, à chaque occasion, à tout moment","1","false","null"
"G1540","ἑκατόν","cent","17","false","null"
"G1541","ἑκατονταέτης","âgé de cent ans, centenaire","1","false","null"
"G1542","ἑκατονταπλασίων","cent fois autant, au centuple","3","false","null"
"G1543","ἑκατόνταρχος","centurion","20","false","null"
"G1544","ἐκβάλλω","jeter dehors, pousser dehors, renvoyer","81","true","2024-11-01 08:15:49.825"
"G1545","ἔκβασις","issue","2","false","null"
"G1546","ἐκβολή","jeter hors de, délester","1","true","2024-11-01 08:15:49.825"
"G1549","ἔκγονος","descendant, petit-enfant","1","false","null"
"G1550","ἐκδαπανάω","(passif) être entièrement dépensé, se dévouer entièrement","1","false","null"
"G1551","ἐκδέχομαι","attendre, espérer, désirer la venue","6","false","null"
"G1552","ἔκδηλος","manifeste, évident, notoire","1","false","null"
"G1553","ἐκδημέω","être absent, s’en aller, partir, demeurer loin","3","false","null"
"G1554","ἐκδίδωμι","louer, affermer, donner à bail","4","false","null"
"G1555","ἐκδιηγέομαι","raconter, décrire en détail, exposer en détail","2","false","null"
"G1556","ἐκδικέω","faire justice; venger; tirer vengeance","6","false","null"
"G1557","ἐκδίκησις","justice; punition; vengeance","9","false","null"
