strong,lemma,inflectionEndings,pos,gloss,freq,updatedAt
G2635,καταλαλέω,,vb.,médire ; parler contre,5,
G2636,καταλαλιά,-ᾶς,n. f.,médisance,2,
G2637,κατάλαλος,-ον,adj.,médisant,1,
G2638,καταλαμβάνω,aor. κατέλαβον ; aor. pass. κατελήμφθην ; pf. κατείληφα ; pf. pass. κατείλημμαι,vb.,"remporter, obtenir ; saisir, s'emparer ; attraper, surprendre ; (moy.) percevoir, comprendre",13,2025-10-31T09:03:22.910Z
G2639,καταλέγω,,vb.,"inscrire au rôle, enregistrer",1,
G2641,καταλείπω,"aor. κατέλιπον, κατέλειψα ; pf. pass. καταλέλειμμαι",vb.,"laisser derrière, quitter",22,2024-11-01T08:15:49.825Z
G2642,καταλιθάζω,,vb.,lapider,1,
G2643,καταλλαγή,-ῆς,n. f.,"réconciliation, réconcilier",4,
G2644,καταλλάσσω,aor. pass. κατηλλάγην ; ptc. καταλλαγείς,vb.,"réconciliation, réconcilier",6,
G2645,κατάλοιπος,-ον,adj.,"résidu, reste",1,
G2646,κατάλυμα,-τος,n. n.,"hôtellerie, lieu pour loger, salle commune, logis",3,
G2647,καταλύω,,vb.,détruire ; abolir ; renverser ; jeter à bas ; loger,17,
G2648,καταμανθάνω,aor. impv. 2pl. καταμάθετε,vb.,"étudier, observer attentivement",1,
G2649,καταμαρτυρέω,,vb.,"témoigner contre, porter témoignage contre, déposer contre, porter des accusations",3,
G2650,καταμένω,,vb.,"demeurer, rester fréquemment",1,
G2652,κατανάθεμα,,n. n.,"malédiction, exécration",1,
G2653,καταναθεματίζω,,vb.,faire des imprécations,1,
G2654,καταναλίσκω,,vb.,"consumer, détruire entièrement, dévorer",1,
G2655,καταναρκάομαι,,vb.,"être à charge, être un fardeau, accabler",3,
G2656,κατανεύω,,vb.,faire signe,1,
G2657,κατανοέω,,vb.,apercevoir ; regarder ; considérer ; jeter les yeux ; veiller,14,
G2658,καταντάω,,vb.,arriver ; parvenir ; atteindre ; venir,13,
G2659,κατάνυξις,-εως,n. f.,"étourdissement, sommeil profond, engourdissement",1,
G2660,κατανύσσω,aor. κατενύγην,vb.,saisir de componction,1,
G2661,καταξιόω,,vb.,"estimer digne, juger digne, juger méritoire",3,
G2662,καταπατέω,,vb.,fouler aux pieds,5,2025-10-20T12:11:26.959Z
G2663,κατάπαυσις,-εως,n. f.,"repos, action de s’arrêter",9,
G2664,καταπαύω,,vb.,"empêcher, faire cesser, restreindre, se reposer, donner du repos",4,
G2665,καταπέτασμα,-τος,n. n.,"voile, rideau",6,
G2666,καταπίνω,"aor. κατέπιον ; aor. pass. κατεπόθην ; inf. καταπιεῖν, καταπεῖν, καταπῖν ; subj. καταποθῶ ; subj. 3sg. καταπίει, καταπίῃ",vb.,absorber ; avaler ; engloutir ; accabler,7,
G2667,καταπίπτω,aor. κατέπεσον ; ptc. καταπεσών,vb.,"tomber, s’écrouler",3,
G2668,καταπλέω,aor. κατέπλευσα,vb.,"aborder, naviguer en descendant, accoster, arriver",1,
G2669,καταπονέω,,vb.,"opprimer, affliger",2,
G2670,καταποντίζω,,vb.,"enfoncer, couler, sombrer, noyer",2,
G2671,κατάρα,-ας,n. f.,"malédiction, imprécation",6,2025-10-06T08:10:40.715Z
G2672,καταράομαι,pf. κατήραμαι ; aor. 2sg. κατηράσω,vb.,maudire,5,
G2673,καταργέω,,vb.,"rendre ineffectif, abolir",27,2024-11-01T08:15:49.825Z
G2674,καταριθμέω,,vb.,"compter, être du nombre",1,
G2675,καταρτίζω,,vb.,"restaurer, ajuster, compléter, préparer pour un but",13,2025-02-18T10:13:49.000Z
G2676,κατάρτισις,-εως,n. f.,perfectionnement,1,
G2677,καταρτισμός,-οῦ,n. f.,perfectionnement,1,
G2678,κατασείω,,vb.,faire signe,4,
G2679,κατασκάπτω,,vb.,"renverser, raser, démolir, ruiner",2,
G2680,κατασκευάζω,,vb.,bâtir ; construire ; bien disposer ; préparer,11,
G2681,κατασκηνόω,,vb.,"demeurer, habiter, nicher, reposer",4,
G2682,κατασκήνωσις,-εως,n. f.,"demeure, nid d’oiseau",2,
G2683,κατασκιάζω,,vb.,ombrager,1,
G2684,κατασκοπέω,,vb.,"épier, surveiller, espionner",1,
G2685,κατάσκοπος,-ου,n. m.,espion,1,
G2686,κατασοφίζομαι,,vb.,"user de ruse, user de tromperie, agir avec artifice",1,
G2687,καταστέλλω,pf. pass. κατέσταλμαι ; aor. ptc. καταστείλας,vb.,"se tenir tranquille, se calmer, s’apaiser",2,
G2688,κατάστημα,-τος,n. n.,"manière d’être, comportement, façon de vivre",1,
G2689,καταστολή,-ῆς,n. f.,vêtement,1,2026-08-29T13:32:33.240Z
G2690,καταστρέφω,,vb.,"renverser, jeter à terre, retourner",2,
G2691,καταστρηνιάω,,vb.,s’opposer par des désirs,1,
G2692,καταστροφή,-ῆς,n. f.,"subversion, ruine, bouleversement",2,
G2693,καταστρώννυμι,aor. pass. κατεστρώθην,vb.,"tomber, être abattu, être tué",1,
G2694,κατασύρω,,vb.,"tirer, traîner avec force",1,
G2695,κατασφάζω,,vb.,"tuer, abattre, égorger",1,
G2696,κατασφραγίζω,,vb.,"sceller, apposer un sceau",1,
G2697,κατάσχεσις,-εως,n. f.,possession,2,
G2698,κατατίθημι,aor. κατέθηκα ; aor. moy. inf. καταθέσθαι,vb.,"gagner, mettre",2,
G2699,κατατομή,-ῆς,n. f.,"concision, coupure, mutilation, fausse circoncision",1,
G2701,κατατρέχω,aor. κατέδραμον,vb.,"courir en bas, descendre rapidement",1,
G2702,καταφέρω,aor. κατήνεγκα ; aor. pass. ptc. κατενεχθείς,vb.,"accabler, abattre, appesantir, donner",4,
G2703,καταφεύγω,aor. κατέφυγον ; ptc. καταφυγών,vb.,s’enfuir,2,
G2704,καταφθείρω,pf. pass. κατέφθαρμαι,vb.,"corrompre, détruire complètement, périr",1,
G2705,καταφιλέω,,vb.,couvrir de baisers,6,
G2706,καταφρονέω,,vb.,mépriser,9,
G2707,καταφρονητής,-οῦ,n. f.,"arrogant, contempteur, personne qui critique, qui méprise",1,
G2708,καταχέω,aor. 3sg. κατέχεεν,vb.,"répandre, verser sur",2,
G2709,καταχθόνιος,-ον,adj.,infernal,1,
G2710,καταχράομαι,,vb.,"user à son gré, utiliser pleinement, abuser, profiter de",2,
G2711,καταψύχω,,vb.,"rafraîchir, rendre frais",1,
G2712,κατείδωλος,-ον,adj.,"rempli d’idoles, plein d’idoles",1,
G2713,κατέναντι,,prép.,"en face de, devant, vis-à-vis",8,
G2714,κατενώπιον,,prép.,"en présence de, devant",3,
G2715,κατεξουσιάζω,,vb.,"user d’autorité, dominer, exercer son autorité",2,
G2716,κατεργάζομαι,,vb.,accomplir ; commettre ; causer ; former ; opérer ; produire ; surmonter ; travailler à,22,
G2718,κατέρχομαι,aor. κατῆλθον ; inf. κατελθεῖν,vb.,descendre ; aborder ; arriver,15,
G2719,κατεσθίω,fut. καταφάγομαι ; aor. κατέφαγον,vb.,dévorer ; manger,14,
G2720,κατευθύνω,inf. κατευθῦναι ; aor. opt. 3sg. κατευθύναι,vb.,"incliner, guider, diriger, conduire, frayer",3,
G2721,κατεφίστημι,,vb.,"s’élever, se soulever contre",1,
G2722,κατέχω,aor. subj. κατάσχω,vb.,retenir ; garder ; demeurer ferme ; posséder ; occuper,17,
G2723,κατηγορέω,,vb.,accuser,22,2024-11-01T08:15:49.825Z
G2724,κατηγορία,-ας,n. f.,"accusation, motif de condamnation",3,
G2725,κατήγορος,-ου,n. m.,accusateur,4,
G2726,κατήφεια,-ας,n. f.,"tristesse, honte, abattement",1,
G2727,κατηχέω,,vb.,enseigner ; instruire ; ouïr dire,8,
G2728,κατιόομαι,,vb.,être rouillé,1,
G2729,κατισχύω,,vb.,"prévaloir, avoir le dessus, être plus fort",3,
G2730,κατοικέω,aor. κατῴκησα,vb.,"demeurer, établir, habiter",44,2024-11-01T08:15:49.825Z
G2731,κατοίκησις,-εως,n. f.,"habitation, résidence",1,
G2732,κατοικητήριον,-ου,n. m.,"habitation, demeure, domicile",2,
G2733,κατοικία,-ας,n. f.,demeure,1,2024-11-01T08:15:49.825Z
G2734,κατοπτρίζω,,vb.,voir dans un miroir,1,2024-11-01T08:15:49.825Z
G2736,κάτω,,prép.,"en bas, vers le bas",8,
G2737,κατώτερος,"-α, -ον",adj.,"inférieu, inférieur, plus bas",1,
G2738,καῦμα,-τος,n. n.,"chaleur brûlante, brûlure",2,
G2739,καυματίζω,,vb.,brûler,4,
G2740,καῦσις,-εως,n. f.,"combustion, action de brûler",1,
G2741,καυσόω,,vb.,embraser,2,
G2742,καύσων,-ωνος,n. f.,"chaleur brûlante, chaleur ardente, vent brûlant",3,
G2743,καυτηριάζω,,vb.,cautériser,1,
G2744,καυχάομαι,,vb.,se glorifier,36,2024-11-01T08:15:49.825Z
G2745,καύχημα,-τος,n. n.,sujet de gloire ; sujet de se glorifier ; vanterie,11,
G2746,καύχησις,-εως,n. f.,sujet de se glorifier ; prétention ; sujet de gloire ; gloriole,11,
G2747,Κεγχρεαί,-ῶν,n. pr. f.,Cenchrées = «millet»,2,
G2748,κέδρος,,n. pr.,"Cédron = «sombre, trouble»",1,
G2749,κεῖμαι,,vb.,"être couché ; être posé, être placé ; exister, être établi, s'allonger",24,2026-02-19T09:58:29.536Z
G2750,κειρία,-ας,n. f.,bande,1,2024-11-01T08:15:49.825Z
G2751,κείρω,,vb.,"couper les cheveux, tondre",4,
G2752,κέλευσμα,-τος,n. n.,"ordre, signal",1,2024-11-01T08:15:49.825Z
G2753,κελεύω,,vb.,"commander, ordonner",25,2024-11-01T08:15:49.825Z
G2754,κενοδοξία,-ας,n. f.,"vaine gloire, gloire sans valeur",1,
G2755,κενόδοξος,-ον,adj.,"désireux de vaine gloire, vaniteux, orgueilleux",1,
G2756,κενός,"-ή, -όν",adj.,vain ; vide,18,
G2757,κενοφωνία,-ας,n. f.,"discours vain, discussion sans intérêt, bavardage",2,
G2758,κενόω,,vb.,anéantir ; mettre à néant ; rendre vain,5,
G2759,κέντρον,-ου,n. m.,"aiguillon, objet qui pique, dard",4,
G2760,κεντυρίων,-ωνος,n. f.,"centurion, commandant d’une centurie",3,
G2761,κενῶς,,adv.,"en vain, vainement, pour rien",1,
G2762,κεραία,-ας,n. f.,"trait de lettre, en particulier",2,
G2763,κεραμεύς,-έως,n. f.,potier,3,
G2764,κεραμικός,"-ή, -όν",adj.,"poterie, argile",1,
G2765,κεράμιον,-ου,n. m.,cruche,2,
G2766,κέραμος,-ου,n. m.,tuile,1,
G2767,κεράννυμι,aor. ἐκέρασα ; pf. pass. κεκέρασμαι,vb.,"verser, mélanger",3,
G2768,κέρας,-ατος,n. n.,"corne, symbole de puissance",11,
G2769,κεράτιον,-ου,n. m.,carouge,1,2024-11-01T08:15:49.825Z
G2770,κερδαίνω,"fut. κερδήσω ; aor. ἐκέρδησα ; inf. κερδῆσαι ; subj. κερδήσω, κερδάνω",vb.,acquérir ; gagner ; éviter,17,
G2771,κέρδος,-ους,n. n.,"gain, avantage, bénéfice",3,
G2772,κέρμα,-τος,n. n.,monnaie,1,
G2773,κερματιστής,-οῦ,n. f.,changeur de monnaie,1,
G2774,κεφάλαιος,-ου,n. n.,somme,2,
G2775,κεφαλαιόω,,vb.,"meurtrir la tête, frapper",1,
G2776,κεφαλή,-ῆς,n. f.,"la tête, le chef",75,2025-10-06T07:10:28.725Z
G2777,κεφαλίς,-ίδος,n. f.,rouleau,1,2024-11-01T08:15:49.825Z
G2778,κῆνσος,-ου,n. m.,tribut,4,
G2779,κῆπος,-ου,n. m.,jardin,5,
G2780,κηπουρός,-οῦ,n. m.,jardinier,1,
G2782,κήρυγμα,-τος,n. n.,"prédication, proclamation publique, annonce d’un message",8,
G2783,κῆρυξ,-υκος,n. f.,"prédicateur, héraut, messager",3,2024-11-01T08:15:49.825Z
G2784,κηρύσσω,,vb.,"prêcher, publier, proclamer, être un héraut",61,2024-11-01T08:15:49.825Z
G2785,κῆτος,-ους,n. n.,cétacé,1,
G2786,Κηφᾶς,-ᾶ,n. pr. m.,"Céphas = «pierre, roc»",9,
G2787,κιβωτός,-οῦ,n. f.,arche,6,
G2788,κιθάρα,-ας,n. f.,"harpe, cithare",4,
G2789,κιθαρίζω,,vb.,jouer sur la harpe,2,
G2790,κιθαρῳδός,-οῦ,n. f.,joueur de harpe,2,
G2791,Κιλικία,-ας,n. pr. f.,Cilicie = «la terre de Celix»,8,
G2792,κινάμωμον,,n. n.,cinnamone,1,2024-11-01T08:15:49.825Z
G2793,κινδυνεύω,,vb.,"braver le péril, affronter le danger, s’exposer au danger",4,
G2794,κίνδυνος,-ου,n. m.,"péril, danger, embûche",9,
G2795,κινέω,,vb.,mouvoir ; ôter ; remuer ; transporter ; hocher ; être en émoi ; provoquer,8,
G2797,Κίς,,n. pr. m.,"Kis (Kish) = «courbé, piège, oiseleur»",1,
G2798,κλάδος,-ου,n. m.,"branche, ramification d’un arbre, rameau",11,
G2799,κλαίω,aor. ἔκλαυσα,vb.,"pleurer, se lamenter",40,2024-11-01T08:15:49.825Z
G2800,κλάσις,-εως,n. f.,"fraction, action de rompre",2,
G2801,κλάσμα,-τος,n. n.,"morceau, fragment, restant de nourriture",8,
G2803,Κλαυδία,-ας,n. pr. f.,Claudia = «boiteuse»,1,
G2804,Κλαύδιος,-ου,n. pr. m.,Claude = «boiteux»,3,
G2805,κλαυθμός,-οῦ,n. f.,"pleur, lamentation, larme",9,
G2806,κλάω,,vb.,"rompre, briser",14,
G2807,κλείς,κλειδός,n. f.,clé,6,
G2808,κλείω,,vb.,enfermer ; fermer,16,
G2809,κλέμμα,-τος,n. n.,"larcin, petit vol, rapine",1,
G2810,Κλεόπας,-ᾶ,n. pr. m.,Cléopas = «d’un père renommé»,1,
G2811,κλέος,-ους,n. m.,"gloire, renommée",1,
G2812,κλέπτης,-ου,n. m.,"voleur, qui dérobe",16,
G2813,κλέπτω,,vb.,"dérober, voler, dévaliser",13,
G2814,κλῆμα,-τος,n. n.,sarment,4,
G2815,Κλήμης,-εντος,n. pr. m.,"Clément = «doux, miséricordieux, bienveillant»",1,
G2816,κληρονομέω,,vb.,hériter,18,
G2817,κληρονομία,-ας,n. f.,héritage,14,
G2818,κληρονόμος,-ου,n. m.,héritier,15,
G2819,κλῆρος,-ου,n. m.,héritage ; part ; sort,10,
G2820,κληρόω,,vb.,"devenir héritier, avoir en héritage",1,2024-11-01T08:15:49.825Z
G2821,κλῆσις,-εως,n. f.,"appel, vocation",11,
G2822,κλητός,"-ή, -όν",adj.,"appelé, invité",10,2025-10-20T12:09:24.837Z
G2823,κλίβανος,-ου,n. f.,four,2,
G2824,κλίμα,-τος,n. n.,"district, région, contrée",3,2024-11-01T08:15:49.825Z
G2825,κλίνη,-ης,n. f.,petit lit,8,
G2826,κλινίδιον,-ου,n. m.,petit lit,2,
G2827,κλίνω,pf. κέκλικα,vb.,baisser ; faire ployer ; reposer,7,
G2828,κλισία,-ας,n. f.,"rang, tablée",1,
G2829,κλοπή,-ῆς,n. f.,"vol, larcin",2,
G2830,κλύδων,-ωνος,n. f.,flot,2,
G2831,κλυδωνίζω,,vb.,balloter,1,
G2832,Κλωπᾶς,-ᾶ,n. pr. m.,Clopas = «mes échanges»,1,
G2833,κνήθω,,vb.,"démanger, chatouiller, irriter",1,
G2834,Κνίδος,-ου,n. pr. f.,Cnide = «voué à Vénus»,1,
G2835,κοδράντης,-ου,n. m.,quadrant,2,
G2836,κοιλία,-ας,n. f.,"estomac, sein maternel, ventre",22,2024-11-01T08:15:49.825Z
G2837,κοιμάω,,vb.,"s’endormir, mourir",18,2024-11-01T08:15:49.825Z
G2838,κοίμησις,-εως,n. f.,"dormir, repos, assoupissement",1,
G2839,κοινός,"-ή, -όν",adj.,commun ; impur ; profane,14,
G2840,κοινόω,,vb.,profaner ; souiller ; tenir pour impur,14,
G2841,κοινωνέω,,vb.,participer ; communiquer ; subvenir,8,
G2842,κοινωνία,-ας,n. f.,communion ; contribution ; partage de ses biens,19,
G2843,κοινωνικός,"-ή, -όν",adj.,"généreux, prompt à partager",1,2026-08-29T13:32:33.240Z
G2844,κοινωνός,-οῦ,n. f.,associé ; personne ayant communion ; complice,10,
G2845,κοίτη,-ης,n. f.,"lit, lit pour dormir, lit conjugal, impudicité",4,
G2846,κοιτών,-ῶνος,n. f.,chambellan,1,
G2847,κόκκινος,"-η, -ον",adj.,"cramoisi, écarlate",6,2024-11-01T08:15:49.825Z
G2848,κόκκος,-ου,n. m.,"grain de moutarde, grain de sénevé, grain d’une plante",7,
G2849,κολάζω,,vb.,"punir, châtier, corriger",2,
G2850,κολακεία,-ας,n. f.,flatterie,1,
G2851,κόλασις,-εως,n. f.,"tourment, punition, châtiment",2,
G2852,κολαφίζω,,vb.,"souffleter, donner des soufflets, maltraiter, traiter avec violence",5,
G2853,κολλάω,,vb.,se joindre ; se lier ; s’amonceler ; tenir ferme ; attacher ; unir,12,
G2854,κολλούριον,-ου,n. n.,collyre,1,
G2855,κολλυβιστής,-οῦ,n. f.,changeur de monnaie,3,
G2856,κολοβόω,,vb.,"abréger, raccourcir, diminuer la durée",4,
G2857,Κολοσσαί,-ῶν,n. pr. f.,Colosses = «monstruosités»,1,
G2859,κόλπος,-ου,n. m.,sein ; baie,6,2025-10-29T14:59:25.241Z
G2860,κολυμβάω,,vb.,nager,1,
G2861,κολυμβήθρα,-ας,n. f.,"réservoir d’eau, bassin d’eau, piscine",3,
G2862,κολωνία,-ας,n. f.,colonie,1,
G2863,κομάω,,vb.,avoir une longue chevelure,2,
G2864,κόμη,-ης,n. f.,"chevelure, ensemble des cheveux",1,
G2865,κομίζω,"fut. moy. κομίσομαι, κομιοῦμαι",vb.,apporter ; recevoir,10,
G2866,κομψότερον,,adj.,"mieux, en meilleur état",1,
G2867,κονιάω,,vb.,blanchir,2,
G2868,κονιορτός,-οῦ,n. f.,poussière soulevée ou en suspension dans l’air,5,
G2869,κοπάζω,,vb.,"tomber, cesser",3,
G2870,κοπετός,-οῦ,n. f.,"deuil, lamentation",1,
G2871,κοπή,-ῆς,n. f.,"défaite, combat",1,
G2872,κοπιάω,,vb.,s'efforcer,22,2024-11-01T08:15:49.825Z
G2873,κόπος,-ου,n. m.,peine ; travail ; déplaisir,18,
G2874,κοπρία,-ου,n. n.,fumier,2,
G2875,κόπτω,,vb.,"se lamenter, couper",8,
G2876,κόραξ,-ακος,n. f.,"corbeau, oiseau omnivore",1,
G2877,κοράσιον,-ου,n. m.,"petite fille, jeune fille",8,
G2878,κορβᾶν,,hébr. / n.,"corban = «offrande», don offert à Dieu",2,2024-11-01T08:15:49.825Z
G2879,Κορέ,,n. pr. m.,Coré = «calvitie»,1,
G2880,κορέννυμι,pf. pass. κεκόρεσμαι ; aor. pass. ptc. κορεσθείς,vb.,"rassasier, satisfaire à satiété",2,
G2881,Κορίνθιος,-ου,adj.,Corinthien,2,
G2882,Κόρινθος,-ου,n. pr. f.,Corinthe = «rassasié»,6,
G2883,Κορνήλιος,-ου,n. pr. m.,Corneille = «d’une corne»,8,
G2884,κόρος,-ου,n. m.,cor,1,
G2885,κοσμέω,,vb.,orner ; apprêter ; se parer,10,
G2886,κοσμικός,"-ή, -όν",adj.,"mondain, terrestre",2,
G2887,κόσμιος,-ον,adj.,"honorable, de bonne tenue, digne",2,
G2888,κοσμοκράτωρ,-ορος,n. f.,dominateur,1,
G2889,κόσμος,-ου,n. m.,"le monde, l'univers",185,2025-10-06T07:11:27.821Z
G2890,Κούαρτος,-ου,n. pr. m.,Quartus = «quatrième»,1,
G2891,κοῦμι,,aram. / vb.,talitha coumi,1,
G2892,κουστωδία,-ας,n. f.,garde,3,
G2893,κουφίζω,,vb.,"alléger, décharger, rendre plus léger",1,
G2894,κόφινος,-ου,n. m.,panier,6,
G2895,κράββατος,-ου,n. f.,"petit lit, grabat, brancard, civière",11,
G2896,κράζω,aor. ἐκέκραξα ; pf. κέκραγα,vb.,crier,53,2024-11-01T08:15:49.825Z
G2897,κραιπάλη,-ης,n. f.,"gourmandise, abus de boisson, ivresse, excès",1,
G2898,κρανίον,-ου,n. m.,Crâne,4,
G2899,κράσπεδον,-ου,n. m.,"france, bord, marge",5,2024-11-01T08:15:49.825Z
G2900,κραταιός,"-ά, -όν",adj.,"puissant, fort",1,
G2901,κραταιόω,,vb.,"fortifier, augmenter en force, s’affermir",4,
